file,source_sha256,output,output_sha256,width,height,format,source_bytes,output_bytes
po_drggemam_t.tga,736c47cf3c45813c6a10a16b9d07ed3c009effac5cf0fd2e32716526aface73a,po_drggemam_t.dds,402b9b29eac74e5c69fb9f8aea73c031e5a5dc8feaf42585dd137935a77ca890,16,32,DXT1,1554,384
po_drggemcr_l.tga,c5838a53177e5c8eaa50890a737b7176faf27547fd7c9489ec86dfabd9805526,po_drggemcr_l.dds,dcab9b31cdad40a6fa30db15b09539e166089b23fbd35973847973e498da82e2,128,256,DXT1,98322,16512
po_drggemcr_m.tga,f2a1c277d0c9fcb1eca76a5cf95ad618c77679b18150da29d81d2763f02351a8,po_drggemcr_m.dds,93a072673f68c42b0df856db5d43b17c1887c31380af9b4f779822d4ac7a1fb9,64,128,DXT1,24620,4224
po_drggemcr_s.tga,e78cae01fb255cc10484659640c862199d00094854fa6ce18100fc4c3a163cbb,po_drggemcr_s.dds,b5fee43eb7d9f2739e2adf913492e2cc8ceed88b3dd5a12f45dc4f1b3859ffbc,32,64,DXT1,6162,1152
po_drggemcr_t.tga,57a04e01d81a3417b89988b9b117d5786380d8b96cdeb983302a9770387fa910,po_drggemcr_t.dds,897f84739ba5ed716a61ab3a6146ae9ddd8b7f16f1976f7007e9a53a38ca14b8,16,32,DXT1,1554,384
po_drggemem_l.tga,4bdf90eab581aeca80cd16531a455e461ea7258414dc6979d196933073a28691,po_drggemem_l.dds,ff389686b75a5689ec934edccb782802b7f96156ea043b17571bf9f08d3941e8,128,256,DXT1,98322,16512
po_drggemem_m.tga,4bc7e0c99b9d98e34f5460a7f63313007bf919cec3feb54d4878f9bd9f95366a,po_drggemem_m.dds,6cda4f14500138f01cd80d3b915dca069c2f32551560099ab10c0516fd8c0064,64,128,DXT1,24620,4224
po_drggemem_s.tga,7e65392389022f36c5888e40fcaaef8b40f4a8f228cd501b890cf027bb641490,po_drggemem_s.dds,9d5a89c7f3e1cb7ff25ebd681b399886ebf68ec3b438870ae300116a3996a674,34,68,DXT1,6954,1352
po_drggemem_t.tga,f34597711b565df64b5aced08abc38e256b8c15260761af971ff0bab070f631c,po_drggemem_t.dds,d892d70becc19b82ede2c3621933159fed0e551a3af97473387098d491827ec9,16,32,DXT1,1554,384
po_drggemob_l.tga,1429826a60221d1e33c0d07efcf60936096ed9baa8102e840362add39371105c,po_drggemob_l.dds,5c858e1ce5cfded258860885ae031b99d63abc7aab6e7e9d078e0ac47445ee1d,128,256,DXT1,98322,16512
po_drggemob_m.tga,5e4882d125f71be1b8644f6d0c515e6833598b33fa27c2dd5f46e4fbfc433e7d,po_drggemob_m.dds,7374d51fa3a37f7765b1d57eb1bc7ae43fff0d64e2042ffb284df8afd859cf74,64,128,DXT1,24620,4224
po_drggemob_s.tga,7a92f760dd2a91cbdc86e2c07579db08c4516bea12bd91f3016711e8b1fd3840,po_drggemob_s.dds,ebca16cb29e3f964713bc84f6f2993a304794bac3f9f95e21826fd89d293b5fb,32,64,DXT1,6162,1152
po_drggemob_t.tga,72756c79d6e8b9bdb223e1d14674e50d3a2ac44499459c7f86798cc35fe13d45,po_drggemob_t.dds,70249abbd1e86b2296a9397b4d7403f9713f27b95ebcbf22a69f52bbeeb348fe,16,32,DXT1,1554,384
po_drggemrb_l.tga,cb871834a5f5df88ccbc44733a83dc05a0aea7ab0a24723ce8ef8f51f593d05e,po_drggemrb_l.dds,80c0f2269227db18fdf86416ae6dd4cd098507af45257b234c5d451691d9f43e,128,256,DXT1,98322,16512
po_drggemrb_m.tga,5ee24c5722158dca628fdcb07b18342a044ef2aa6754bf1ca90ff5c29f695868,po_drggemrb_m.dds,0759888367379c9534dcb031eee1a51f0269d078e91718ece010e30c6d40e2f1,64,128,DXT1,24620,4224
po_drggemrb_s.tga,c0927cb1c67c3314a49ec60ed72a76283c6d174088ed27b2b0f75d5aace85692,po_drggemrb_s.dds,bbf28436b8269400b261f207e28241ed5e58671c3323bb4a153d2a53b924afb7,32,64,DXT1,6162,1152
po_drggemrb_t.tga,be91cdc97e9dfa7b59c0c92b90c7c6fb2dca3b7ca1315dbfff0f3aea1065d75d,po_drggemrb_t.dds,47a48cabddd91fdd6baf01d2d8349c80ba7390973a8bd4a75b8ef38e9bc27930,16,32,DXT1,1554,384
po_drggemsp_l.tga,ae975f8be98a2fc97130ac756063e12323bf0962497b5918a7ca17ab0ec170d2,po_drggemsp_l.dds,3506a42bac3761617e135b361894bc4f56242c648ddd1c14fa521fd61b540a62,128,256,DXT1,98322,16512
po_drggemsp_m.tga,f18b204b78f695597cb2f3a44bfbfa2386540b3175c8dd7d867a41ef6c313e61,po_drggemsp_m.dds,ea38eaf1b4a593025282dc10e788a2698d7bec366ced2529e1c6e75b567c6009,64,128,DXT1,24620,4224
po_drggemsp_s.tga,818e92ca570f92cdcb6239f548c2fb5c3d92004baa979e5776f1e246e55f8e29,po_drggemsp_s.dds,34932a7484d043f61e17e8b8d814707e664441c20880721a6d3ce0184f02e017,32,64,DXT1,6162,1152
po_drggemsp_t.tga,a1ebad3bc7dc31fd1e1c12910db432f6ee3ff19db4cc5b36475c96471885c33f,po_drggemsp_t.dds,5b3955b68ff5b1aced3ba8efbf946308fbfd6daa3a86fd4eb4323c7b45d7d1f4,16,32,DXT1,1554,384
po_drggemtp_l.tga,2cc56c1703d495c9b4e6b5f3f5d79b2c32b938ebc958d9273e25b0c652f18c01,po_drggemtp_l.dds,3e3d098373a6a5eebfb6ed2f190ef348123deb8720f9ea9c9425f2f12faa468b,128,256,DXT1,98322,16512
po_drggemtp_m.tga,b2e010f30081066ff67a9fd516fb33746fa9bd9193488a81f08dbf5dfb31a8f7,po_drggemtp_m.dds,19cf5fd0e1ead78f29bef014b31bd34bfb9a92e6667aa963085e5597844b833b,64,128,DXT1,24620,4224
po_drggemtp_s.tga,ff3fb61c380519e45353abbde4af91fed1527d1abe56e20b1cbe26f6d209be18,po_drggemtp_s.dds,e6d320e80e5c25c483f051056bc06a999e2337c07cff0dba91f90fb939a9e07f,32,64,DXT1,6162,1152
po_drggemtp_t.tga,4dd75c1576e97b292cbf50e430a44bd8dacaffb606d814db09f2e2dceb2db235,po_drggemtp_t.dds,2a86507c5e6fb57f35c7dc7ce9d677705de4e69f6e0337330c24834590981dd9,16,32,DXT1,1554,384
po_drglich_l.tga,b5d41beb7277015468765521883dffcccb41f6d073e5f26a22406681f3938474,po_drglich_l.dds,9a9952a492cc3d469a7e1d4ff9a2f6db037bb219a354812f7b3604623119b3c4,128,256,DXT1,98322,16512
po_drglich_m.tga,2d9ce5daf5658f860df86331def7bcefcdb32be1c023676bdaedafed804a8cb8,po_drglich_m.dds,98e18fd9510194dbcf8f9e5a985f0b8fcecc15c3f45b661edf24426a7e5f1381,64,128,DXT1,24594,4224
po_drglich_s.tga,eec6b19176779e8238cd9f479426d04680cf5582a65db3139079cbe6705142ab,po_drglich_s.dds,c1955ad5394b3d93db2d68de7417e367992baa5a826fa493da3c4c1e012d3e55,32,64,DXT1,6162,1152
po_drglich_t.tga,d7ee3cce288ffb3f0f82709995f5946e05eddf3f4fff3a5b62acb13712505550,po_drglich_t.dds,6e07521791364ca52310fee0cb3bef1e91b68653a03981ff40ed8b897d31844d,16,32,DXT1,1554,384
po_drgrust_l.tga,4152f9475b5de11885283e43e8d60af6535b0af01f52abb58fd7c9b1b52f5e63,po_drgrust_l.dds,d2994fe4e3a2082752f8cce0c704a3e6826a99aa89b2dc410f730ee7fe1a4785,128,256,DXT1,98322,16512
po_drgrust_m.tga,29eee5d2e7b369f6152e842187afb5b6da8d12a5a2e035c3509787fb75b0b191,po_drgrust_m.dds,fc42ac6493a7313c33dfe506e887bf9775d94ea0155d9b516852620dccb5df01,64,128,DXT1,24620,4224
po_drgrust_s.tga,a791325da60430fe628fd044b258f561cd9bf08c62fd75520a57416695084ab5,po_drgrust_s.dds,6993e299a26094d551630d932cc478f596c6a35eedca8a3c79cdbaa716494012,32,64,DXT1,6162,1152
po_drgrust_t.tga,9740137b62c51e1b54876a420802cfaf75d1fa8f69dcb6a47fb65334896b1ca5,po_drgrust_t.dds,c78e9cf7e438aef53afa0f0dd6a0dda0d02395ee01153b1a61dbf0e17da546bc,16,32,DXT1,1554,384
po_droF10_L.tga,8ddf1baee24f6d828a65c59cbdfab96bae489d36d80e58b544964b4ea4fec79e,po_droF10_L.dds,6dde3a25e91c36bab9b666c288599ce4681a369babed99ab40d8599f3b6258e3,128,256,DXT1,98348,16512
po_droF10_M.tga,9b44799171c31907fec30123b507fb41e007f7aebf4f1fbe9b05987cf36b4c8b,po_droF10_M.dds,898d0d6299d7910d3a307ce7493de27945df1a376fca99c1d63fffac97102d62,64,128,DXT1,24620,4224
po_droF10_S.tga,8aee197466500a112a5cab73a8fe27c302d2e909569f83473f39e37916018bab,po_droF10_S.dds,6e9d4f66fa034d15d7e6f0fac53519ac0cb64259dc8322857048c0d2b8f8d555,32,64,DXT1,6188,1152
po_droF10_T.tga,120ae68537efc3141d6442c7036d3daf821cebdd6641b8c4668fbf336db60468,po_droF10_T.dds,0fc8d7380c2bcd046bca24b8fb6eaf9db80d318d53186588a22da4fb10302f8b,16,32,DXT1,1580,384
po_droF1_L.tga,4e8c97e30b80b565f4b7694f0b4c422785a66775f9bb1593561b4a99d130d638,po_droF1_L.dds,c8816c978ef3284cf15cd3a2dc4c5831551c4b26e85a29cc77777d6fb6f73ce6,128,256,DXT1,98348,16512
po_droF1_M.tga,cba1417b9118e0181ef7c144910a6a47add3547b01444683b0c6a91096f6de78,po_droF1_M.dds,c6477f29f29b22bee76afd323c1d31e17acbb4dbd686e90e4d1e122f80455ab1,64,128,DXT1,24620,4224
po_droF1_S.tga,c4042ead85ee5d238d524eb68a5c8fa7d8d1e0e130967d4d6d11903bed049896,po_droF1_S.dds,78371c8dfc8fcff0201ef0422753365fad2536d1febfe5c453e35042fa2c6690,32,64,DXT1,6188,1152
po_droF1_T.tga,5349c7d4bafc89b4d0d69dbf64b13a758f63134c14993293cf350e9543a105f2,po_droF1_T.dds,eed411c0bce029af7bf3b30be8a6bc242fcf923fef626e3add7375aecf877d14,16,32,DXT1,1580,384
po_droF2_L.tga,c57f88e3c9031cc78e9d5ec043a180e7ba1bd12ef2502a233340623b5eb6aeb3,po_droF2_L.dds,2136674e69c38f2334eb96f30b4a353c87c06f55280631726f8a1f7f9229bcdd,128,256,DXT1,98348,16512
po_droF2_M.tga,c6c27f67cef4fc3c0b33176c7916fee57f76f9fec86c2305963e38d5c2f18b0b,po_droF2_M.dds,137bde3352ee84767741ec256ef0dc3d3d5d02fee32fa76f7fedd2d030ac2b92,64,128,DXT1,24620,4224
po_droF2_S.tga,ea6d6acd1cf7004bd477ed6574ccf4e043aad09c3e9eabe8eb91e0c908303be6,po_droF2_S.dds,332ef015ef4449895a2e24df85bb5b8c8ef6a0418733fb9c0007d821f723c24c,32,64,DXT1,6188,1152
po_droF2_T.tga,ac2582acc4472cfac74f1b94ca212e0652a584d089cd044e0ec4db2bcb9cff81,po_droF2_T.dds,c4986b9d363f9cd811b97bc5944877bb855f3d62c1efd42cac3d7c4053c1d4d9,16,32,DXT1,1580,384
po_droF3_L.tga,9424a09de105ff8b80fb27509a39b4dc665f900eaea39a8fd99c3db5b256f36e,po_droF3_L.dds,1e8a62bd3370cde70a302f47944da40cf7b8393ba9a04993bc013b7ed904eee0,128,256,DXT1,98348,16512
po_droF3_M.tga,75f79cee37ed862bfa5cc9744ea1c12e54930cba793154a8835607d9b82d185e,po_droF3_M.dds,6cd5fbfe1a6fb8f4826e465a9701a5c40db5d7b8cbad79687ff76d6d6a161138,64,128,DXT1,24620,4224
po_droF3_S.tga,e4b8166861b539bac83a26574565217fd5594d249657a7ee2a71638b908ea95f,po_droF3_S.dds,2e6a6b7de1cfda1a6916830358d4508a6eb1a952f9d527869df4dcc38ff9ec93,32,64,DXT1,6188,1152
po_droF3_T.tga,7ec3c4c72ced0e8b6cc0f56e0f02473e934273015d6c4f64b3e6a3bf194dbb0f,po_droF3_T.dds,7a5c8a8b7dea6cf605e05e4a71cc7c19cbdee26aa4e8a84f57671848d3f1051c,16,32,DXT1,1580,384
po_droF4_L.tga,15411c3625a51c2a46d123eb9792e6c45d2831c486db2546bec554e62e8bd2b8,po_droF4_L.dds,47d9b9aaf1b85abcb3550177597a9b27905c23b179221b77b4360e6d037ddbfd,128,256,DXT1,98348,16512
po_droF4_M.tga,5a235a56362ddd972760bfadfde80447424ddd10d6d3e2d22b1d25f9db92108f,po_droF4_M.dds,7aff713fb651d827326ae7f2eb8d455693f851077bafbbaa028c7b52f3daefb6,64,128,DXT1,24620,4224
po_droF4_S.tga,8f94d16346fed02476ea7f1b81d4844e307d8b8d347781ac9600a0c7416bbe2b,po_droF4_S.dds,6965a5508f4f72680d439c60143762fdeaf376b1ed185250649ec28448423a57,32,64,DXT1,6188,1152
po_droF4_T.tga,eda090f72dfec9035494ad0bba9692538a220ab501027c8ab7c2218b5856a94a,po_droF4_T.dds,f3b2c44cc9014d3909cc52402c1474e7d9537daddc05eda18e4edf65bb947647,16,32,DXT1,1580,384
po_droF5_L.tga,8254e6b814ce46a5b825ad28c2aa191df8f67a6f54fafb5e2389262dd3ff5f53,po_droF5_L.dds,6fb366aea5526e8157edcc4bfdc4eb9e41293b933b98f67f4a54fac51906f594,128,256,DXT1,98348,16512
po_droF5_M.tga,db9305a64b7581ee670a5f67b68f4eccbdc02025ca1abb5ab4bcb2244439b3ae,po_droF5_M.dds,9ab5307302eee03d4224176731d2c423b800daa0107b8106607f79edec4bc02a,64,128,DXT1,24620,4224
po_droF5_S.tga,4ff75e720c0f04d55707981fe38e40e4e0f70b23793ba916551a6b7288287f03,po_droF5_S.dds,8ae280f4e4a4af0911c011ffa2bc271517f3f5df11751fe4000d11c4297fd90d,32,64,DXT1,6188,1152
po_droF5_T.tga,6d7a230e02c4ee0adcaad8304b4069ab6a29ff178f6316b531e5f547505e2137,po_droF5_T.dds,bc9c8e5995fc9e617a67696f14c34a9e1d89b9fbdf82b69e599b16a65953459b,16,32,DXT1,1580,384
po_droF6_L.tga,e97ab1b4ad80a54700ae4851300a2420e94ebff65c9297ea76a36478dd7b672b,po_droF6_L.dds,5836dfdfc5f892f3b51825467cdf01665bd2e27bac31dca296cd3e25adcff783,128,256,DXT1,98348,16512
po_droF6_M.tga,00d3814eba96db2dfeef8815a7a5393ed312660d268c217456f41641a55dfcf3,po_droF6_M.dds,820950642b110574711b1d9e6a215be6d3d0443eaae3e3a1ddb03a27da15b0c3,64,128,DXT1,24620,4224
po_droF6_S.tga,fcc58482d9cf64d4e760b0b743c51c8e4c73f736d9169e2f69c40c01f6870855,po_droF6_S.dds,ea5f71c27f45f48b69ea84b5fda90ad7b5943038c7c01c7e00aca63e255cd1bf,32,64,DXT1,6188,1152
po_droF6_T.tga,7a22e75f641e30dc60e0affc3a71f0caf93e6b268d6164c9db821420891603bf,po_droF6_T.dds,f48aec6dbd102872707ec2f042c34ec2926bf6af595db13dd9b7c9fc578545e4,16,32,DXT1,1580,384
po_droF7_L.tga,db501518086fb872debcdb2d7d5de72d9927a1218a23d72155fe877379422d30,po_droF7_L.dds,5f41d910e9fbd40221bd0f7942ec349401ed8e0c8d9cc3a43a2212da93584c26,128,256,DXT1,98348,16512
po_droF7_M.tga,d3df152984cc4a8b7cb6980b5eece16d5083605dbb490be8e57c3dae7bea73cf,po_droF7_M.dds,aed47508f61da1e2bde9a52cb744cf9572cf7fc14af94ed2db01ca1e17d5a0d9,64,128,DXT1,24620,4224
po_droF7_S.tga,1028647e520e984af03b86dac840605b849b392e0dec0d6a42a77e2aa0d7d06a,po_droF7_S.dds,40f59b4f96501bae2d55d2b1314ea1060f0b1e98f7b4e37526f015f53f8c2f00,32,64,DXT1,6188,1152
po_droF7_T.tga,1d2ee426ddf23459bdcf139db705df8648acd7a591c4339e5c5d11e8cbd8e75b,po_droF7_T.dds,01a33be1252ba42f2b4d0962d5d6764fa53c06a00ffb240fa8522434386ba2dc,16,32,DXT1,1580,384
po_droF8_L.tga,8cbd6a7f38004a1530b036746ba426aef4d44cbe3da8be84ce9f10eee6101930,po_droF8_L.dds,de7bec578dc9943e1625d8a69b16a752de43df775c37e6e6180bae595352844b,128,256,DXT1,98348,16512
po_droF8_M.tga,7680b4e24ab7d27730049f4703c74d91063a6b0d3c84a597515e8a12dcd168a8,po_droF8_M.dds,822d48c8c09dae23ff856cba32f362f4950443788002c4a58ded201585efc728,64,128,DXT1,24620,4224
po_droF8_S.tga,55d9b73e3160f839f0d4054c4763e923ca79313363777db367d827753946ca17,po_droF8_S.dds,42576650fd1339c609af4c0a5d6948e72c53ebe56ca948b2abe67cfb8c93639f,32,64,DXT1,6188,1152
po_droF8_T.tga,6a5563e44244469cf1f4161337ec86edc7e84e33af366308744096681b157a9d,po_droF8_T.dds,3ea9eb5b99e315c1f016a658d470701781fccaf2be8722b829df527d63f6be43,16,32,DXT1,1580,384
po_droF9_L.tga,2f0d8c68c707675c63aa1777ca2dab91cee0c8c422c95fff0fcad69aeb2e9fe9,po_droF9_L.dds,21f7b113930bc050c8b98318c4bcad083920cb5689e5161aa56061a37b76c7d6,128,256,DXT1,98348,16512
po_droF9_M.tga,c2e7d8b8820b43972567cf7f6718e88c06e478e49375d41d7f6b644e114f2ce7,po_droF9_M.dds,c5a90e93a6b5fa5c3de0e0faab58c982909c30cb05c553ddec9696a1bbad6f75,64,128,DXT1,24620,4224
po_droF9_S.tga,4cfd7ed3bcfb71b60cb59530bbcebb5b943681ce7eb8ed350ee213d1feaa34ae,po_droF9_S.dds,72f70cad5c6dc9452d782449c0703a25dc63bafeeb04d598d4b016e62a50872b,32,64,DXT1,6188,1152
po_droF9_T.tga,0a2e79f1a4dae3ff5e015cc704ea06b358eaae5f8c855540216d7ece4e05dbcb,po_droF9_T.dds,61ef87d1d1f798f9227871b8f5e7ce161f980c58c8dfecb8a8767e1cab10844e,16,32,DXT1,1580,384
po_droM10_L.tga,4e8c97e30b80b565f4b7694f0b4c422785a66775f9bb1593561b4a99d130d638,po_droM10_L.dds,c8816c978ef3284cf15cd3a2dc4c5831551c4b26e85a29cc77777d6fb6f73ce6,128,256,DXT1,98348,16512
po_droM10_M.tga,cba1417b9118e0181ef7c144910a6a47add3547b01444683b0c6a91096f6de78,po_droM10_M.dds,c6477f29f29b22bee76afd323c1d31e17acbb4dbd686e90e4d1e122f80455ab1,64,128,DXT1,24620,4224
po_droM10_S.tga,c4042ead85ee5d238d524eb68a5c8fa7d8d1e0e130967d4d6d11903bed049896,po_droM10_S.dds,78371c8dfc8fcff0201ef0422753365fad2536d1febfe5c453e35042fa2c6690,32,64,DXT1,6188,1152
po_droM10_T.tga,5349c7d4bafc89b4d0d69dbf64b13a758f63134c14993293cf350e9543a105f2,po_droM10_T.dds,eed411c0bce029af7bf3b30be8a6bc242fcf923fef626e3add7375aecf877d14,16,32,DXT1,1580,384
po_droM1_L.tga,15411c3625a51c2a46d123eb9792e6c45d2831c486db2546bec554e62e8bd2b8,po_droM1_L.dds,47d9b9aaf1b85abcb3550177597a9b27905c23b179221b77b4360e6d037ddbfd,128,256,DXT1,98348,16512
po_droM1_M.tga,5a235a56362ddd972760bfadfde80447424ddd10d6d3e2d22b1d25f9db92108f,po_droM1_M.dds,7aff713fb651d827326ae7f2eb8d455693f851077bafbbaa028c7b52f3daefb6,64,128,DXT1,24620,4224
po_droM1_S.tga,8f94d16346fed02476ea7f1b81d4844e307d8b8d347781ac9600a0c7416bbe2b,po_droM1_S.dds,6965a5508f4f72680d439c60143762fdeaf376b1ed185250649ec28448423a57,32,64,DXT1,6188,1152
po_droM1_T.tga,eda090f72dfec9035494ad0bba9692538a220ab501027c8ab7c2218b5856a94a,po_droM1_T.dds,f3b2c44cc9014d3909cc52402c1474e7d9537daddc05eda18e4edf65bb947647,16,32,DXT1,1580,384
po_droM2_L.tga,8254e6b814ce46a5b825ad28c2aa191df8f67a6f54fafb5e2389262dd3ff5f53,po_droM2_L.dds,6fb366aea5526e8157edcc4bfdc4eb9e41293b933b98f67f4a54fac51906f594,128,256,DXT1,98348,16512
po_droM2_M.tga,db9305a64b7581ee670a5f67b68f4eccbdc02025ca1abb5ab4bcb2244439b3ae,po_droM2_M.dds,9ab5307302eee03d4224176731d2c423b800daa0107b8106607f79edec4bc02a,64,128,DXT1,24620,4224
po_droM2_S.tga,4ff75e720c0f04d55707981fe38e40e4e0f70b23793ba916551a6b7288287f03,po_droM2_S.dds,8ae280f4e4a4af0911c011ffa2bc271517f3f5df11751fe4000d11c4297fd90d,32,64,DXT1,6188,1152
po_droM2_T.tga,6d7a230e02c4ee0adcaad8304b4069ab6a29ff178f6316b531e5f547505e2137,po_droM2_T.dds,bc9c8e5995fc9e617a67696f14c34a9e1d89b9fbdf82b69e599b16a65953459b,16,32,DXT1,1580,384
po_droM3_L.tga,e97ab1b4ad80a54700ae4851300a2420e94ebff65c9297ea76a36478dd7b672b,po_droM3_L.dds,5836dfdfc5f892f3b51825467cdf01665bd2e27bac31dca296cd3e25adcff783,128,256,DXT1,98348,16512
po_droM3_M.tga,00d3814eba96db2dfeef8815a7a5393ed312660d268c217456f41641a55dfcf3,po_droM3_M.dds,820950642b110574711b1d9e6a215be6d3d0443eaae3e3a1ddb03a27da15b0c3,64,128,DXT1,24620,4224
po_droM3_S.tga,fcc58482d9cf64d4e760b0b743c51c8e4c73f736d9169e2f69c40c01f6870855,po_droM3_S.dds,ea5f71c27f45f48b69ea84b5fda90ad7b5943038c7c01c7e00aca63e255cd1bf,32,64,DXT1,6188,1152
po_droM3_T.tga,7a22e75f641e30dc60e0affc3a71f0caf93e6b268d6164c9db821420891603bf,po_droM3_T.dds,f48aec6dbd102872707ec2f042c34ec2926bf6af595db13dd9b7c9fc578545e4,16,32,DXT1,1580,384
po_droM4_L.tga,db501518086fb872debcdb2d7d5de72d9927a1218a23d72155fe877379422d30,po_droM4_L.dds,5f41d910e9fbd40221bd0f7942ec349401ed8e0c8d9cc3a43a2212da93584c26,128,256,DXT1,98348,16512
po_droM4_M.tga,d3df152984cc4a8b7cb6980b5eece16d5083605dbb490be8e57c3dae7bea73cf,po_droM4_M.dds,aed47508f61da1e2bde9a52cb744cf9572cf7fc14af94ed2db01ca1e17d5a0d9,64,128,DXT1,24620,4224
po_droM4_S.tga,1028647e520e984af03b86dac840605b849b392e0dec0d6a42a77e2aa0d7d06a,po_droM4_S.dds,40f59b4f96501bae2d55d2b1314ea1060f0b1e98f7b4e37526f015f53f8c2f00,32,64,DXT1,6188,1152
po_droM4_T.tga,1d2ee426ddf23459bdcf139db705df8648acd7a591c4339e5c5d11e8cbd8e75b,po_droM4_T.dds,01a33be1252ba42f2b4d0962d5d6764fa53c06a00ffb240fa8522434386ba2dc,16,32,DXT1,1580,384
po_droM5_L.tga,8cbd6a7f38004a1530b036746ba426aef4d44cbe3da8be84ce9f10eee6101930,po_droM5_L.dds,de7bec578dc9943e1625d8a69b16a752de43df775c37e6e6180bae595352844b,128,256,DXT1,98348,16512
po_droM5_M.tga,7680b4e24ab7d27730049f4703c74d91063a6b0d3c84a597515e8a12dcd168a8,po_droM5_M.dds,822d48c8c09dae23ff856cba32f362f4950443788002c4a58ded201585efc728,64,128,DXT1,24620,4224
po_droM5_S.tga,55d9b73e3160f839f0d4054c4763e923ca79313363777db367d827753946ca17,po_droM5_S.dds,42576650fd1339c609af4c0a5d6948e72c53ebe56ca948b2abe67cfb8c93639f,32,64,DXT1,6188,1152
po_droM5_T.tga,6a5563e44244469cf1f4161337ec86edc7e84e33af366308744096681b157a9d,po_droM5_T.dds,3ea9eb5b99e315c1f016a658d470701781fccaf2be8722b829df527d63f6be43,16,32,DXT1,1580,384
po_droM6_L.tga,2f0d8c68c707675c63aa1777ca2dab91cee0c8c422c95fff0fcad69aeb2e9fe9,po_droM6_L.dds,21f7b113930bc050c8b98318c4bcad083920cb5689e5161aa56061a37b76c7d6,128,256,DXT1,98348,16512
po_droM6_M.tga,c2e7d8b8820b43972567cf7f6718e88c06e478e49375d41d7f6b644e114f2ce7,po_droM6_M.dds,c5a90e93a6b5fa5c3de0e0faab58c982909c30cb05c553ddec9696a1bbad6f75,64,128,DXT1,24620,4224
po_droM6_S.tga,4cfd7ed3bcfb71b60cb59530bbcebb5b943681ce7eb8ed350ee213d1feaa34ae,po_droM6_S.dds,72f70cad5c6dc9452d782449c0703a25dc63bafeeb04d598d4b016e62a50872b,32,64,DXT1,6188,1152
po_droM6_T.tga,0a2e79f1a4dae3ff5e015cc704ea06b358eaae5f8c855540216d7ece4e05dbcb,po_droM6_T.dds,61ef87d1d1f798f9227871b8f5e7ce161f980c58c8dfecb8a8767e1cab10844e,16,32,DXT1,1580,384
po_droM7_L.tga,8ddf1baee24f6d828a65c59cbdfab96bae489d36d80e58b544964b4ea4fec79e,po_droM7_L.dds,6dde3a25e91c36bab9b666c288599ce4681a369babed99ab40d8599f3b6258e3,128,256,DXT1,98348,16512
po_droM7_M.tga,9b44799171c31907fec30123b507fb41e007f7aebf4f1fbe9b05987cf36b4c8b,po_droM7_M.dds,898d0d6299d7910d3a307ce7493de27945df1a376fca99c1d63fffac97102d62,64,128,DXT1,24620,4224
po_droM7_S.tga,8aee197466500a112a5cab73a8fe27c302d2e909569f83473f39e37916018bab,po_droM7_S.dds,6e9d4f66fa034d15d7e6f0fac53519ac0cb64259dc8322857048c0d2b8f8d555,32,64,DXT1,6188,1152
po_droM7_T.tga,120ae68537efc3141d6442c7036d3daf821cebdd6641b8c4668fbf336db60468,po_droM7_T.dds,0fc8d7380c2bcd046bca24b8fb6eaf9db80d318d53186588a22da4fb10302f8b,16,32,DXT1,1580,384
po_droM8_L.tga,9424a09de105ff8b80fb27509a39b4dc665f900eaea39a8fd99c3db5b256f36e,po_droM8_L.dds,1e8a62bd3370cde70a302f47944da40cf7b8393ba9a04993bc013b7ed904eee0,128,256,DXT1,98348,16512
po_droM8_M.tga,75f79cee37ed862bfa5cc9744ea1c12e54930cba793154a8835607d9b82d185e,po_droM8_M.dds,6cd5fbfe1a6fb8f4826e465a9701a5c40db5d7b8cbad79687ff76d6d6a161138,64,128,DXT1,24620,4224
po_droM8_S.tga,e4b8166861b539bac83a26574565217fd5594d249657a7ee2a71638b908ea95f,po_droM8_S.dds,2e6a6b7de1cfda1a6916830358d4508a6eb1a952f9d527869df4dcc38ff9ec93,32,64,DXT1,6188,1152
po_droM8_T.tga,7ec3c4c72ced0e8b6cc0f56e0f02473e934273015d6c4f64b3e6a3bf194dbb0f,po_droM8_T.dds,7a5c8a8b7dea6cf605e05e4a71cc7c19cbdee26aa4e8a84f57671848d3f1051c,16,32,DXT1,1580,384
po_droM9_L.tga,c57f88e3c9031cc78e9d5ec043a180e7ba1bd12ef2502a233340623b5eb6aeb3,po_droM9_L.dds,2136674e69c38f2334eb96f30b4a353c87c06f55280631726f8a1f7f9229bcdd,128,256,DXT1,98348,16512
po_droM9_M.tga,c6c27f67cef4fc3c0b33176c7916fee57f76f9fec86c2305963e38d5c2f18b0b,po_droM9_M.dds,137bde3352ee84767741ec256ef0dc3d3d5d02fee32fa76f7fedd2d030ac2b92,64,128,DXT1,24620,4224
po_droM9_S.tga,ea6d6acd1cf7004bd477ed6574ccf4e043aad09c3e9eabe8eb91e0c908303be6,po_droM9_S.dds,332ef015ef4449895a2e24df85bb5b8c8ef6a0418733fb9c0007d821f723c24c,32,64,DXT1,6188,1152
po_droM9_T.tga,ac2582acc4472cfac74f1b94ca212e0652a584d089cd044e0ec4db2bcb9cff81,po_droM9_T.dds,c4986b9d363f9cd811b97bc5944877bb855f3d62c1efd42cac3d7c4053c1d4d9,16,32,DXT1,1580,384
